169	159	174	197	5	10	16	4	17	1	12	25	23	13	37	35	46	53	43	42
222	167	177	194	18	29	10	7	9	0	3	22	29	22	28	32	41	43	47	39
67	57	55	92	14	19	8	9	8	2	5	13	24	20	32	32	48	24	31	34
82	41	103	64	7	12	9	2	0	5	17	20	11	6	23	26	31	18	35	12
87	65	58	44	8	15	12	7	7	4	12	12	22	22	20	14	41	40	41	48
114	77	100	102	6	24	19	14	14	0	6	5	10	8	18	24	32	25	42	36
143	94	130	124	2	30	17	3	11	1	3	6	11	14	25	21	33	26	34	46
40	29	39	20	16	31	27	26	26	27	27	29	32	29	30	31	23	32	42	29
32	42	22	29	27	33	20	24	31	21	20	27	36	34	27	33	31	43	21	35
127	117	96	102	24	6	19	2	9	11	11	16	19	28	24	26	55	33	44	31
130	121	83	114	27	4	21	3	6	11	5	25	26	20	19	36	49	46	28	21
189	115	118	90	11	16	23	0	17	2	4	21	22	15	22	17	43	36	37	32
86	75	60	37	4	7	19	0	12	8	4	22	18	15	22	13	34	33	28	17
36	31	20	14	20	8	5	10	24	10	12	12	30	10	15	15	33	38	8	13
53	23	28	9	10	16	16	17	13	17	15	18	26	18	21	20	36	30	26	18
8	10	12	0	7	2	8	0	6	1	6	0	8	0	10	0	10	9	10	0
12	0	13	0	5	0	6	0	3	0	7	0	4	0	6	0	10	0	13	0
94	81	76	93	16	7	18	4	11	15	7	15	31	28	26	29	35	51	47	39
93	81	84	75	19	11	19	4	8	23	11	19	31	31	27	27	39	58	53	36
59	41	59	38	11	31	15	12	19	16	21	20	31	21	30	36	39	43	52	18
58	37	48	39	16	29	8	16	9	10	15	16	26	16	32	31	50	30	16	33
2	1	2	6	4	3	4	3	3	3	3	3	3	3	3	5	5	3	5	5
0	0	5	2	0	0	8	4	0	0	6	3	0	0	6	3	0	0	12	5
56	21	33	18	21	11	31	3	20	7	22	12	22	5	32	12	46	18	33	9
42	27	51	36	31	26	32	20	18	18	18	29	28	16	24	29	36	25	40	27
85	75	47	42	19	12	20	21	23	9	16	15	31	18	16	18	28	51	44	41
69	68	35	50	21	18	23	9	21	12	17	11	30	19	20	16	38	56	39	31
73	69	59	69	4	24	10	6	15	0	7	11	21	19	19	31	44	38	34	33
