765	775	875	895	20	7	24	8	17	12	0	16	41	46	8	20	50	14	27	14
775	857	879	904	20	2	25	1	14	8	1	24	47	50	13	25	39	6	39	17
902	936	956	970	2	1	5	2	5	2	0	5	49	40	23	24	26	2	31	2
905	961	899	962	8	3	23	0	6	1	10	15	29	24	35	16	44	2	30	2
910	998	946	967	2	0	15	1	6	0	1	4	44	12	19	27	19	0	20	4
859	888	894	932	2	2	9	3	8	13	4	11	30	45	12	27	43	9	43	10
862	929	933	975	15	1	8	2	5	6	3	5	42	40	16	18	35	4	43	6
896	957	950	998	15	0	19	0	5	1	2	11	40	36	14	8	35	0	31	3
926	958	889	925	8	1	3	0	5	16	8	17	28	23	41	35	29	8	38	6
934	999	918	965	10	0	19	6	3	0	5	5	25	7	31	17	27	0	27	5
864	934	940	959	6	2	12	3	9	1	2	8	48	31	16	25	37	2	30	5
890	966	950	978	8	0	19	1	9	5	0	4	51	28	16	22	37	1	23	2
877	930	931	973	11	1	9	0	20	3	5	9	54	43	24	22	25	3	38	1
815	888	855	923	4	5	36	1	9	4	2	16	41	42	27	28	47	5	40	9
787	890	858	894	10	5	29	1	7	2	0	12	54	40	26	26	49	5	39	8
857	889	805	863	5	3	36	5	2	2	2	9	30	45	32	31	46	3	38	8
912	918	865	981	0	0	24	0	6	4	18	12	29	50	41	19	38	0	46	0
903	913	885	951	3	3	11	3	10	5	12	10	29	45	28	26	43	4	55	9
899	950	863	949	6	6	18	0	12	2	12	9	28	23	36	22	45	4	50	7
816	909	869	931	17	13	10	11	12	4	6	0	50	42	25	25	52	8	43	6
797	913	865	952	12	11	17	8	8	4	8	1	51	39	29	26	48	9	46	5
877	932	932	989	1	3	28	0	10	5	0	11	46	41	18	14	36	5	30	4
909	969	887	968	2	0	26	0	9	0	11	11	28	24	31	22	46	0	47	2
848	939	922	972	13	2	25	0	4	2	2	7	55	40	23	23	51	2	46	3
841	947	915	960	4	4	30	3	20	0	2	8	60	33	27	28	43	2	47	5
870	916	877	948	4	2	14	0	11	6	4	8	39	43	28	28	38	4	41	5
849	913	873	950	2	1	14	0	15	0	10	9	43	36	29	28	46	1	49	5
855	935	860	940	2	2	19	0	15	2	10	18	38	29	34	28	44	3	48	11
863	931	938	965	16	2	27	0	15	4	0	17	52	40	17	26	40	3	41	4
845	928	923	959	11	3	37	0	16	2	2	19	56	42	23	27	48	3	43	7
862	928	935	965	6	0	28	0	15	0	2	15	53	45	20	25	39	0	42	5
807	902	906	949	5	2	21	0	13	6	4	14	57	53	28	28	49	4	42	7
907	900	850	943	0	0	32	1	10	12	8	16	29	47	40	27	33	8	36	11
921	903	830	917	2	3	35	3	7	8	4	13	28	40	50	27	31	7	35	11
814	921	889	959	15	3	14	2	2	0	0	4	53	37	22	21	44	3	44	4
836	928	882	950	12	3	7	0	2	2	2	4	49	38	24	27	46	4	48	3
844	907	843	918	7	0	17	0	2	1	3	8	34	39	23	28	43	2	45	5
813	937	885	967	13	0	29	1	2	1	1	2	52	33	26	19	52	2	42	2
799	951	906	956	13	0	38	0	6	0	0	4	55	26	24	21	49	2	36	3
876	956	835	953	6	2	44	2	5	0	3	5	30	26	54	26	46	2	43	4
849	914	854	989	1	4	16	0	6	0	9	5	32	46	28	14	43	2	54	1
862	903	838	950	11	0	20	0	4	2	0	6	30	49	24	24	52	2	43	3
818	883	902	959	11	1	12	0	11	3	1	0	48	55	22	23	51	3	50	0
