973	878	897	903	0	19	0	27	12	10	25	0	7	19	16	14	9	28	29	19
968	871	890	883	1	9	2	36	10	16	33	2	8	19	19	17	8	24	32	27
1005	1005	980	972	0	0	4	33	6	4	13	0	0	0	0	7	1	3	0	0
940	1020	954	955	8	0	1	30	20	0	20	0	13	0	8	23	30	0	26	13
972	951	952	998	3	20	0	14	14	11	29	0	8	16	12	7	11	16	27	3
996	978	960	926	1	2	6	47	11	6	14	0	4	6	7	21	8	11	13	21
973	966	966	928	5	1	0	19	14	13	25	2	9	10	10	17	12	10	17	9
995	986	989	975	5	0	0	29	7	15	8	0	5	4	0	12	8	13	7	3
981	1004	984	950	1	6	0	52	6	0	23	0	0	3	0	18	14	2	3	25
915	969	936	930	5	8	0	20	18	0	25	0	12	8	13	14	28	6	27	9
965	1002	982	950	10	14	0	51	5	0	21	0	5	4	0	18	27	6	11	26
1002	1008	1018	972	2	0	0	37	1	0	0	0	1	0	0	1	4	2	0	4
951	1024	969	958	12	0	0	32	22	0	20	0	8	0	6	23	30	0	20	9
970	946	953	949	0	23	0	54	19	3	34	0	6	10	11	18	16	24	27	26
971	973	956	948	0	16	0	54	16	0	33	0	2	4	10	19	21	15	26	30
956	974	952	943	0	19	0	60	17	0	30	0	2	5	11	20	30	24	32	30
996	973	962	960	0	5	0	39	8	3	41	0	1	0	7	18	10	24	15	14
1010	959	953	954	0	9	0	49	3	8	42	0	0	3	13	21	4	40	23	20
990	963	954	951	0	11	0	52	9	4	41	0	1	5	9	20	14	25	23	20
955	984	955	938	7	10	0	47	20	2	31	0	11	6	11	20	24	9	28	22
974	960	959	960	3	23	0	44	19	6	33	0	8	12	8	18	17	19	25	21
984	969	968	952	2	9	0	63	16	12	33	0	4	4	2	21	9	18	18	23
975	953	942	941	0	13	2	56	18	12	31	0	9	11	18	19	13	24	24	32
978	975	969	954	1	6	2	55	18	11	30	0	5	2	11	12	14	18	14	17
944	1002	956	949	13	3	0	62	22	0	31	0	11	1	10	25	28	3	28	18
948	1013	967	940	11	2	0	64	17	0	31	0	5	1	3	27	42	2	22	24
956	997	956	946	5	7	0	53	17	0	35	0	5	2	9	25	30	7	27	22
953	1000	963	944	6	0	0	39	19	3	31	0	6	2	4	27	31	6	25	17
