938	833	859	891	0	8	2	26	7	28	36	1	16	30	24	22	5	33	29	16
918	865	843	841	0	4	0	47	8	18	36	1	17	23	25	27	11	28	23	31
937	942	983	977	2	17	0	26	15	3	16	0	23	21	0	2	11	9	12	14
992	946	946	955	0	12	0	31	5	21	46	2	10	17	20	19	3	26	17	12
941	940	978	945	2	4	0	47	24	26	18	0	25	22	11	17	9	14	11	27
925	935	919	916	2	2	2	33	12	21	27	0	23	22	16	21	12	18	24	17
941	895	930	928	2	6	0	24	9	32	25	0	24	39	15	16	7	21	16	12
940	913	946	965	0	2	13	20	13	23	27	1	19	29	13	21	4	14	15	8
968	918	971	959	0	2	0	23	9	31	29	0	21	39	14	26	4	18	10	4
972	954	960	930	0	0	3	56	2	22	37	0	23	15	11	28	1	14	9	23
961	939	969	944	3	0	0	50	8	31	37	0	27	18	2	25	3	24	7	20
945	970	967	948	0	1	3	44	6	5	22	0	29	8	6	22	6	12	19	17
961	962	985	982	2	11	0	25	3	11	11	0	25	11	1	9	4	8	16	5
916	874	919	935	0	16	0	40	6	25	44	0	27	28	25	15	5	46	25	25
926	881	940	959	2	13	0	39	8	36	41	0	30	36	21	12	5	43	25	26
939	896	939	932	1	12	0	49	1	23	40	3	28	26	22	21	3	40	24	31
953	955	952	954	1	2	0	26	6	20	49	0	26	11	14	28	3	19	18	8
944	962	940	948	2	3	1	37	12	13	45	0	27	10	13	28	8	23	25	14
940	973	946	950	3	2	1	26	15	16	41	0	24	12	13	28	14	13	21	13
980	944	941	925	1	19	0	34	5	18	42	1	10	15	25	27	6	27	23	17
933	885	937	932	7	12	0	61	14	30	41	0	23	35	20	22	11	27	30	24
932	952	961	973	7	11	0	11	19	12	32	0	29	19	5	14	16	13	26	6
963	933	940	942	0	19	0	56	13	17	54	0	18	17	23	22	7	35	22	25
944	891	941	964	8	14	0	38	6	25	38	0	29	35	19	17	7	32	27	17
917	952	951	948	7	6	0	42	24	16	37	0	36	16	18	24	15	16	25	17
969	928	952	964	2	10	0	43	7	20	43	0	17	17	12	19	4	36	19	18
953	929	945	961	0	18	0	45	9	20	47	0	28	20	19	21	4	31	28	18
954	969	965	967	4	4	0	23	13	15	37	0	20	9	1	23	8	11	18	6
